id,market,detectedAt,currentPrice,previousPrice,changeRate,rankByChangeRate,rankByTradeValue,missedReason,suggestedStrategy,relatedRuleBefore,suggestedRuleAfter
1643,KRW-STX,1778643234569,419.0,419.0,4.4887780500000005,10,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.24% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1644,KRW-NEAR,1778643492472,2495.0,2494.0,4.56831517,9,21,"UNKNOWN: move 0.04% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
1645,KRW-DOT,1778643492472,2067.0,2066.0,4.55235205,10,110,"TRADE_VALUE_FILTER_EXCLUDED: move 0.05% from previous snapshot, 1.22% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1646,KRW-ETH,1778643559108,3402000.0,3404000.0,0.85976875,144,5,"SCORE_TOO_LOW: move -0.06% from previous snapshot, -0.03% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1647,KRW-CFG,1778643598091,450.0,451.0,7.39856802,4,33,"TRADE_VALUE_FILTER_EXCLUDED: move -0.22% from previous snapshot, -1.10% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1648,KRW-ZBT,1778643598091,248.0,248.0,8.29694323,2,42,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.40% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1649,KRW-INJ,1778643724773,7490.0,7475.0,5.64174894,7,43,"TRADE_VALUE_FILTER_EXCLUDED: move 0.20% from previous snapshot, 0.33% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1650,KRW-ARKM,1778643881952,219.0,219.0,5.79710145,6,128,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.90% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1651,KRW-ETHFI,1778644039566,703.0,703.0,4.61309524,10,169,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.86% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1652,KRW-AZTEC,1778644102173,39.2,39.2,13.29479769,1,17,"UNKNOWN: move 0.00% from previous snapshot, 2.35% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
1653,KRW-BTC,1778644102173,120150000.0,120149000.0,0.79528867,154,2,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.04% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1654,KRW-VVV,1778644196843,22680.0,22660.0,0.398406374501992,258,6,"SCORE_TOO_LOW: move 0.09% from previous snapshot, 0.40% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1655,KRW-ZRX,1778644259695,190.0,190.0,4.3956044,10,216,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1656,KRW-JUP,1778644322661,359.0,359.0,4.66472303,9,112,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.28% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1657,KRW-PENDLE,1778644322661,3152.0,3152.0,4.68282962,8,96,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.13% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1658,KRW-BREV,1778644322661,206.0,205.0,4.56852792,10,100,"TRADE_VALUE_FILTER_EXCLUDED: move 0.49% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1659,KRW-USDT,1778644857241,1481.0,1481.0,0.0,218,4,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1660,KRW-TIA,1778644935592,741.0,739.0,8.49194729,2,59,"TRADE_VALUE_FILTER_EXCLUDED: move 0.27% from previous snapshot, 1.37% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1661,KRW-ATH,1778645029531,10.8,10.7,4.85436893,8,45,"TRADE_VALUE_FILTER_EXCLUDED: move 0.93% from previous snapshot, 0.93% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1662,KRW-STX,1778645061119,423.0,421.0,5.48628429,6,42,"TRADE_VALUE_FILTER_EXCLUDED: move 0.48% from previous snapshot, 1.20% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1663,KRW-DOT,1778645322483,2069.0,2070.0,4.65351543,10,109,"TRADE_VALUE_FILTER_EXCLUDED: move -0.05% from previous snapshot, 0.24% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1664,KRW-ETH,1778645369107,3409000.0,3409000.0,1.06729914,129,5,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.03% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1665,KRW-ZBT,1778645416378,244.0,244.0,6.55021834,4,39,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.81% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1666,KRW-INJ,1778645547106,7500.0,7480.0,5.78279267,5,43,"TRADE_VALUE_FILTER_EXCLUDED: move 0.27% from previous snapshot, 0.54% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1667,KRW-ETHFI,1778645857001,703.0,703.0,4.61309524,10,168,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.29% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1668,KRW-XRP,1778645857001,2150.0,2150.0,0.93896714,139,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.14% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1669,KRW-AZTEC,1778645920318,38.6,38.6,11.56069364,1,17,"UNKNOWN: move 0.00% from previous snapshot, -0.77% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
1670,KRW-BTC,1778645920318,120152000.0,120147000.0,0.79696649,155,2,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1671,KRW-VVV,1778646029152,22620.0,22590.0,0.13280212483399734,258,6,"SCORE_TOO_LOW: move 0.13% from previous snapshot, -0.04% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1672,KRW-NXPC,1778646029152,500.0,498.0,4.82180294,9,235,"TRADE_VALUE_FILTER_EXCLUDED: move 0.40% from previous snapshot, 1.01% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1673,KRW-PENDLE,1778646169552,3154.0,3155.0,4.74925274,10,99,"TRADE_VALUE_FILTER_EXCLUDED: move -0.03% from previous snapshot, 0.35% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1674,KRW-USDT,1778646684449,1481.0,1482.0,0.0,216,4,"SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1675,KRW-TIA,1778646747387,744.0,744.0,8.93118594,2,55,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.27% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1676,KRW-STX,1778646873847,421.0,421.0,4.9875311700000005,10,39,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.24% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1677,KRW-ATH,1778646967565,10.8,10.8,4.85436893,10,44,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1678,KRW-DOT,1778647125675,2082.0,2080.0,5.3110773899999995,7,104,"TRADE_VALUE_FILTER_EXCLUDED: move 0.10% from previous snapshot, 0.19% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1679,KRW-ETH,1778647188481,3411000.0,3410000.0,1.12659354,124,5,"SCORE_TOO_LOW: move 0.03% from previous snapshot, 0.03% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1680,KRW-CFG,1778647188481,447.0,445.0,6.68257757,6,29,"UNKNOWN: move 0.45% from previous snapshot, 0.45% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
1681,KRW-ZBT,1778647220153,247.0,247.0,7.8602620100000005,4,40,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.41% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1682,KRW-INJ,1778647377259,7600.0,7685.0,7.1932299,5,41,"TRADE_VALUE_FILTER_EXCLUDED: move -1.11% from previous snapshot, -0.46% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1683,KRW-JTO,1778647630307,750.0,744.0,5.042016810000001,7,72,"TRADE_VALUE_FILTER_EXCLUDED: move 0.81% from previous snapshot, 2.18% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1684,KRW-ETHFI,1778647838542,704.0,704.0,4.76190476,10,165,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.14% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1685,KRW-VVV,1778647838542,22490.0,22380.0,0.49151027703306527,258,6,"SCORE_TOO_LOW: move 0.49% from previous snapshot, -0.09% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1686,KRW-NXPC,1778647838542,500.0,501.0,4.82180294,9,232,"TRADE_VALUE_FILTER_EXCLUDED: move -0.20% from previous snapshot, 0.60% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1687,KRW-XRP,1778647838542,2161.0,2159.0,1.45539906,98,1,"SCORE_TOO_LOW: move 0.09% from previous snapshot, 0.28% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1688,KRW-AZTEC,1778647838542,38.3,38.0,10.69364162,1,17,"UNKNOWN: move 0.79% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
1689,KRW-BTC,1778647838542,120127000.0,120196000.0,0.77599369,156,2,"SCORE_TOO_LOW: move -0.06% from previous snapshot, -0.06% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1690,KRW-PENDLE,1778648029790,3161.0,3164.0,4.98173364,10,99,"TRADE_VALUE_FILTER_EXCLUDED: move -0.09% from previous snapshot, 0.25% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1691,KRW-USDT,1778648486789,1480.0,1480.0,0.0,218,4,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
1692,KRW-TIA,1778648551513,729.0,728.0,6.73499268,3,49,"TRADE_VALUE_FILTER_EXCLUDED: move 0.14% from previous snapshot, -1.49% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1693,KRW-STX,1778648684247,421.0,421.0,4.9875311700000005,9,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.24% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
1694,KRW-ATOM,1778648748132,3263.0,3260.0,4.58333333,10,94,"TRADE_VALUE_FILTER_EXCLUDED: move 0.09% from previous snapshot, 1.97% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
