id,changedAt,affectedStrategyName,strategyVersionBefore,strategyVersionAfterSuggestion,beforeRule,afterRule,reason,evidenceMarkets,expectedEffect,applied
318,1778863016678,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-AWE, KRW-USDT, KRW-IRYS, KRW-STORJ, KRW-DRIFT, KRW-ESP, KRW-FF, KRW-USDS, KRW-ETH, KRW-PENDLE, KRW-BTC, KRW-XRP, KRW-KERNEL, KRW-CC, KRW-USDE, KRW-SAHARA, KRW-DOGE, KRW-USDC, KRW-JST, KRW-B3, KRW-KAITO, KRW-ONDO, KRW-ASTR, KRW-CHZ, KRW-SENT, KRW-SOL",Reduce repeated misses or weak outcomes after user review.,0
319,1778865012980,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
320,1778865012980,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
321,1778865012980,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-JST, KRW-SPK, KRW-USDT, KRW-IRYS, KRW-STORJ, KRW-DRIFT, KRW-ESP, KRW-FF, KRW-ETH, KRW-PENDLE, KRW-BTC, KRW-XRP, KRW-KERNEL, KRW-CC, KRW-USDC, KRW-DOGE, KRW-AWE, KRW-USDS, KRW-USDE, KRW-SAHARA, KRW-B3, KRW-KAITO, KRW-ONDO",Reduce repeated misses or weak outcomes after user review.,0
322,1778866653821,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
323,1778866653821,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
324,1778866653821,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SPK, KRW-USDT, KRW-SAHARA, KRW-IRYS, KRW-STORJ, KRW-ESP, KRW-FF, KRW-ETH, KRW-PENDLE, KRW-CC, KRW-BTC, KRW-XRP, KRW-KERNEL, KRW-DOGE, KRW-JST, KRW-DRIFT, KRW-USDC, KRW-AWE, KRW-USDS, KRW-USDE, KRW-B3, KRW-KAITO, KRW-ONDO",Reduce repeated misses or weak outcomes after user review.,0
325,1778866842554,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
326,1778866842554,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
327,1778866842554,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-JST, KRW-SPK, KRW-USDT, KRW-SAHARA, KRW-IRYS, KRW-STORJ, KRW-ESP, KRW-FF, KRW-ETH, KRW-PENDLE, KRW-CC, KRW-BTC, KRW-XRP, KRW-KERNEL, KRW-DOGE, KRW-DRIFT, KRW-USDC, KRW-AWE, KRW-USDS, KRW-USDE, KRW-B3, KRW-KAITO, KRW-ONDO",Reduce repeated misses or weak outcomes after user review.,0
